cruise_no,Ship,Tow_number,Net_number,fish_no,packet_no,lowest_taxa_final,taxa_code_final,taxa_code_final_method,taxa_code_original,taxa_updated_date,visual_ID_confidence,photo_ID,total_length,fork_length,Std_length_mm,total_weight,gut_weight_full,gut_weight_empty,gut_dispensation,sex,sex_confidence,gonad_weight,head_collected,body_location,fish_comments,processed_date,processed_initials
SG2105,Sarmiento,6,4,427,80,Benthosema glaciale,BEGL,visual,BEGL,,H,,,,24.82,0.2,0.0193,,mb,,,,,neg80,"Oops, no image",20211210,LSL
SG2105,Sarmiento,6,4,428,80,Benthosema glaciale,BEGL,visual,BEGL,,H,,,,21.34,0.1258,0.0038,,mb,,,,,neg80,"Oops, no image",20211210,LSL
SG2105,Sarmiento,6,4,429,80,Benthosema glaciale,BEGL,visual,BEGL,,H,,,,24,0.187,0.0083,,mb,,,,,neg80,"Oops, no image",20211210,LSL
SG2105,Sarmiento,6,4,430,80,Myctophum punctatum,MYPU,visual,MYPU,,H,SG2105_ORG430-431_MOC6_NET4,,,23.35,0.1803,0.021,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,431,80,Myctophum punctatum,MYPU,visual,MYPU,,H,SG2105_ORG430-431_MOC6_NET4,,,21.49,0.1262,0.0169,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,432,80,Myctophum punctatum,MYPU,visual,MYPU,,H,SG2105_ORG432-433_MOC6_NET4,,,23.97,,0.0132,,visual,,,,,neg80,Gut may be labeled as 433,20211210,LSL
SG2105,Sarmiento,6,4,433,80,Myctophum punctatum,MYPU,visual,MYPU,,M,SG2105_ORG432-433_MOC6_NET4,,,,,,,,,,,,neg80,ID: only half a body but seems to fit,20211210,LSL
SG2105,Sarmiento,6,2,434,77,Valenciennellus tripunctulatus,VATR,visual,VATR,,H,SG2105_ORG434_MOC6_NET2,,,30.47,0.3369,,,,,,,,neg80,Did not collect gut since one off species,20211210,LSL
SG2105,Sarmiento,6,1,435,75,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG435-436_MOC6_NET1,35.54,,30.51,0.1554,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,436,75,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG435-436_MOC6_NET1,,,29.75,0.118,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,437,75,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG437-438_MOC6_NET1,36.24,,30.89,0.1396,,,visual,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,438,75,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG437-438_MOC6_NET1,,,29.64,0.1316,,,visual,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,439,75,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG439-440_MOC6_NET1,,,37.27,,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,440,75,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG439-440_MOC6_NET1,,,29.23,,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,441,75,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG441-442_MOC6_NET1,,,30.65,0.1424,,,visual,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,442,75,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG441-442_MOC6_NET1,,,28.37,0.1024,,,visual,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,1,443,75,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG443_MOC6_NET1,37.19,,32.27,0.1659,,,,,,,,neg80,"Squished belly, no samples. ID Notes: light cyclothone",20211210,LSL
SG2105,Sarmiento,6,1,444,75,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG444_MOC6_NET1,,,34.73,0.1879,,,,,,,,neg80,ID Notes: dark cyclothone,20211210,LSL
SG2105,Sarmiento,6,0,445,82,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG445-447_MOC6_NET0,40.56,,35.3,0.5531,,,,,,,,neg80,Pckt 82 fish in rough condition,20211221,LSL
SG2105,Sarmiento,6,0,446,82,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG445-447_MOC6_NET0,,,25.92,0.1874,,,,,,,,neg80,Pckt 82 fish in rough condition,20211221,LSL
SG2105,Sarmiento,6,0,447,82,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG445-447_MOC6_NET0,,,26.9,0.241,,,,,,,,neg80,Pckt 82 fish in rough condition,20211221,LSL
SG2105,Sarmiento,6,0,448,82,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG448-449_MOC6_NET0,,,25.25,0.1902,,,,,,,,neg80,Pckt 82 fish in rough condition,20211221,LSL
SG2105,Sarmiento,6,0,449,82,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG448-449_MOC6_NET0,,,,,,,,,,,,neg80,Pckt 82 fish in rough condition. Half a body=26 mm,20211221,LSL
SG2105,Sarmiento,6,0,450,82,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG450-452_MOC6_NET0,36.31,,31.09,0.1533,,,,,,,,neg80,Pckt 82 fish in rough condition,20211221,LSL
SG2105,Sarmiento,6,0,451,82,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG450-452_MOC6_NET0,,,31.89,0.169,,,,,,,,neg80,Pckt 82 fish in rough condition,20211221,LSL
SG2105,Sarmiento,6,0,452,82,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG450-452_MOC6_NET0,,,28.92,,,,,,,,,neg80,Pckt 82 fish in rough condition. Partial weight =0.1440g,20211221,LSL
SG2105,Sarmiento,6,0,453,81,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG453-455_MOC6_NET0,,,41.46,0.3608,,,,,,,,neg80,ID Notes: Org 453-458 appear to be same species,20211221,LSL
SG2105,Sarmiento,6,0,454,81,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG453-455_MOC6_NET0,,,40.58,0.3162,,,,,,,,neg80,ID Notes: Org 453-458 appear to be same species,20211221,LSL
SG2105,Sarmiento,6,0,455,81,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG453-455_MOC6_NET0,,,34.41,0.228,,,,,,,,neg80,ID Notes: Org 453-458 appear to be same species,20211221,LSL
SG2105,Sarmiento,6,0,456,81,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG456-457_MOC6_NET0,41.25,,35.41,0.2496,,,,,,,,neg80,ID Notes: Org 453-458 appear to be same species,20211221,LSL
SG2105,Sarmiento,6,0,457,81,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG456-457_MOC6_NET0,,,31.87,0.1694,,,,,,,,neg80,ID Notes: Org 453-458 appear to be same species,20211221,LSL
SG2105,Sarmiento,6,0,458,81,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG458-459_MOC6_NET0,,,34.27,0.213,,,,,,,,neg80,ID Notes: Org 453-458 appear to be same species,20211221,LSL
SG2105,Sarmiento,6,0,459,81,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG458-459_MOC6_NET0,,,30.48,0.1433,,,,,,,,neg80,ID Notes: maybe microdon but flesh is more tan than white,20211221,LSL
SG2105,Sarmiento,6,0,460,81,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG460-461_MOC6_NET0,,,33.49,0.2038,,,,,,,,neg80,ID Notes: light; 460-461 same species,20211221,LSL
SG2105,Sarmiento,6,0,461,81,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG460-461_MOC6_NET0,,,45.68,0.4315,,,,,,,,neg80,ID Notes: light; 460-461 same species,20211221,LSL
SG2105,Sarmiento,6,0,462,81,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG462-463_MOC6_NET0,,,43.52,,,,,,,,,neg80,ID Notes: brown sp,20211221,LSL
SG2105,Sarmiento,6,0,463,81,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG462-463_MOC6_NET0,,,37.57,0.3187,,,,,,,,neg80,ID Notes: maybe microdon but in bad shape,20211221,LSL
SG2105,Sarmiento,7,1,464,84,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG464_MOC7_NET1,,,51.39,0.597,0.026,,mb,,,,,neg80,,20211221,LSL
SG2105,Sarmiento,7,1,465,84,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG465_MOC7_NET1,42.34,,34.38,0.2707,,,mb,,,,,neg80,,20211221,LSL
SG2105,Sarmiento,7,1,466,84,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG466_MOC7_NET1,,,39.23,0.302,,,mb,,,,,neg80,,20211221,LSL
SG2105,Sarmiento,7,1,467,84,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG467_MOC7_NET1,,,31.06,0.1601,,,mb,,,,,neg80,,20211221,LSL
SG2105,Sarmiento,7,1,468,84,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG468_MOC7_NET1,,,32.38,0.1538,,,none,,,,,neg80,Damaged gut,20211221,LSL
SG2105,Sarmiento,7,1,469,84,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG469_MOC7_NET1,,,34.4,0.2282,,,none,,,,,neg80,Damaged gut,20211221,LSL
SG2105,Sarmiento,7,1,470,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG470_MOC7_NET1,,,31.78,0.1792,,,mb,,,,,neg80,ID Notes: 470-478 may be same sp.,20211221,LSL
SG2105,Sarmiento,7,1,471,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG471_MOC7_NET1,,,33.46,0.1823,,,mb,,,,,neg80,ID Notes: 470-478 may be same sp.,20211221,LSL
SG2105,Sarmiento,7,1,472,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG472_MOC7_NET1,,,31.45,0.1939,,,mb,,,,,neg80,ID Notes: 470-478 may be same sp.,20211221,LSL
SG2105,Sarmiento,7,1,473,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG473_MOC7_NET1,,,32.03,0.1936,,,mb,2,H,,,neg80,ID Notes: 470-478 may be same sp.,20211221,LSL
SG2105,Sarmiento,7,1,474,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG474_MOC7_NET1,,,33.01,0.2221,,,mb,,,,,neg80,ID Notes: 470-478 may be same sp.,20211221,LSL
SG2105,Sarmiento,7,1,475,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG475_MOC7_NET1,,,31.18,0.1773,,,mb,,,,,neg80,ID Notes: 470-478 may be same sp.,20211221,LSL
SG2105,Sarmiento,7,1,476,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG476-478_MOC7_NET1,37.4,,31.95,0.1846,,,none,,,,,neg80,ID Notes: 470-478 may be same sp. Gut damaged,20211221,LSL
SG2105,Sarmiento,7,1,477,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG476-478_MOC7_NET1,,,32.71,0.1786,,,none,,,,,neg80,ID Notes: 470-478 may be same sp. Gut damaged,20211221,LSL
SG2105,Sarmiento,7,1,478,84,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG476-478_MOC7_NET1,,,31.88,,,,none,,,,,neg80,ID Notes: 470-478 may be same sp. Gut damaged,20211221,LSL
SG2105,Sarmiento,7,0,479,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG479_MOC7_NET0,,,33.37,0.1962,,,mb,,,,,neg80,,20220113,LSL
SG2105,Sarmiento,7,0,480,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG480_MOC7_NET0,38.89,,31.74,0.2086,,,mb,2,H,,,neg80,,20220113,LSL
SG2105,Sarmiento,7,0,481,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG481_MOC7_NET0,,,32.88,0.1947,0.0056,,visual,2,H,,,neg80,,20220113,LSL
SG2105,Sarmiento,7,0,482,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG482_MOC7_NET0,37.55,,31.72,0.1937,0.0053,,visual,,,,,neg80,,20220113,LSL
SG2105,Sarmiento,7,0,483,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG483-485_MOC7_NET0,,,31,0.1847,,,none,,,,,neg80,483-488 refrozen in foil together. Gut damaged,20220113,LSL
SG2105,Sarmiento,7,0,484,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG483-485_MOC7_NET0,,,30.72,0.173,,,none,,,,,neg80,483-488 refrozen in foil together. Gut damaged,20220113,LSL
SG2105,Sarmiento,7,0,485,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG483-485_MOC7_NET0,,,32.33,0.1976,,,none,,,,,neg80,483-488 refrozen in foil together. Gut damaged. Head squished,20220113,LSL
SG2105,Sarmiento,7,0,486,89,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG486-488_MOC7_NET0,,,28.46,0.1176,,,none,,,,,neg80,483-488 refrozen in foil together. Gut damaged,20220113,LSL
SG2105,Sarmiento,7,0,487,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG486-488_MOC7_NET0,,,38.65,0.2627,,,none,,,,,neg80,483-488 refrozen in foil together. Gut damaged,20220113,LSL
SG2105,Sarmiento,7,0,488,89,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG486-488_MOC7_NET0,,,37.47,0.2736,,,none,,,,,neg80,483-488 refrozen in foil together. Gut damaged. Head squished,20220113,LSL
SG2105,Sarmiento,7,0,489,88,Arctozenus risso,ARRI,visual,ARRI,,M,SG2105_ORG489_MOC7_NET0,,,61,,,,none,,,,,neg80,ID Notes: teeth do not appear serrate but no fins to evaluate/confirm ID. Head smashed; body incomplete,20220113,LSL
SG2105,Sarmiento,7,1,490,85,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG490_MOC7_NET1,,,34,0.4822,,,mb,,,,,neg80,Unsure if previously thawed,20220113,LSL
SG2105,Sarmiento,8,2,491,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG491_MOC8_NET2,,29.74,27.23,0.4614,,,mb,2,H,,,neg80,Gut tore open but think I got it all,20220113,LSL
SG2105,Sarmiento,8,2,492,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG492_MOC8_NET2,,,26.53,0.4165,,,mb,2,H,,,neg80,Gut in mouth but ok,20220113,LSL
SG2105,Sarmiento,8,2,493,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG493_MOC8_NET2,,,29.46,0.5956,,,mb,2,H,,,neg80,"Gut in mouth, may be compromised, other organs (gall bladder and intestine)l in vial",20220113,LSL
SG2105,Sarmiento,8,2,494,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG494_MOC8_NET2,,,29.37,0.4842,,,mb,2,H,,,neg80,"Gut in mouth, tore open, but think okay",20220113,LSL
SG2105,Sarmiento,8,2,495,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG495_MOC8_NET2,,,29.17,0.5571,,,mb,2,H,,,neg80,"Gut in mouth, tore open, but think okay",20220113,LSL
SG2105,Sarmiento,8,2,496,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG496_MOC8_NET2,34.6,,28.85,0.5472,,,mb,2,H,,,neg80,Gut in mouth but seems ok,20220113,LSL
SG2105,Sarmiento,8,2,497,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG497_MOC8_NET2,29.78,27.1,24.7,0.3659,,,mb,2,H,,,neg80,"Gut in mouth, ok but some liver in vial",20220113,LSL
SG2105,Sarmiento,8,2,498,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG498_MOC8_NET2,,,29.13,0.6268,,,visual,2,H,,,neg80,"Gut in mouth , ok, some other organs in vial",20220113,LSL
SG2105,Sarmiento,8,2,499,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG499_MOC8_NET2,,,32.54,0.7659,,,visual,2,H,,,neg80,Gut in mouth but sample good,20220113,LSL
SG2105,Sarmiento,8,2,500,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG500_MOC8_NET2,,,27.93,0.5291,,,visual,2,H,,,neg80,"Gut in mouth, might have torn but think ok",20220113,LSL
SG2105,Sarmiento,8,2,501,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG501_MOC8_NET2,,,26.89,0.63,,,visual,1,H,,,neg80,"Gut in mouth, tore open, may not be good",20220114,LSL
SG2105,Sarmiento,8,2,502,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG502_MOC8_NET2,,,26.36,0.5046,,,visual,2,H,,,neg80,"Gut in mouth, ok",20220114,LSL
SG2105,Sarmiento,8,2,503,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG503_MOC8_NET2,,,27.73,0.497,,,visual,2,H,,,neg80,"Gut in mouth, ok",20220114,LSL
SG2105,Sarmiento,8,2,504,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG504_MOC8_NET2,,,20.39,0.2976,,,visual,2,H,,,neg80,"Gut in mouth, ok",20220114,LSL
SG2105,Sarmiento,8,2,505,100,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG505_MOC8_NET2,,,29.64,0.8309,,,visual,2,H,,,neg80,Gut ok despite open body cavity,20220114,LSL
SG2105,Sarmiento,8,2,506,100,Valenciennellus tripunctulatus,VATR,visual,VATR,,M,SG2105_ORG506_MOC8_NET2,30.97,,25.5,0.1499,,,none,,,,,neg80,Fish in bad condition,20220114,LSL
SG2105,Sarmiento,8,1,507,97,Scopelogadus beanii,SCBE,visual,SCBE,,H,SG2105_ORG507_MOC8_NET1,,44.93,40.33,1.3939,0.0486,0.0162,mb,,,,,neg80,"ID Notes: DF II, 11",20220114,LSL
SG2105,Sarmiento,8,3,508,102,Diaphus subtilis,DISU,visual,DISU,,M,SG2105_ORG508_MOC8_NET3,,,38.11,1.2052,,,none,,,,,neg80,,20220114,LSL
SG2105,Sarmiento,8,3,509,102,Lampanyctus macdonaldi,LAMA,visual,LAMA,,L,SG2105_ORG509-510_MOC8_NET3,,,41.14,0.5898,,,none,,,,,neg80,"Fishes in pieces in bad shape, no proper way to ID, just guessed based on previous fishes",20220114,LSL
SG2105,Sarmiento,8,3,510,102,Lampanyctus macdonaldi,LAMA,visual,LAMA,,L,SG2105_ORG509-510_MOC8_NET3,,,35.35,0.2822,,,none,,,,,neg80,"Fishes in pieces in bad shape, no proper way to ID, just guessed based on previous fishes",20220114,LSL
SG2105,Sarmiento,8,0,511,104,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_0RG511_MOC8_NET0,42.55,36.36,32.62,0.8703,,,none,,,,,neg80,,20220114,LSL
SG2105,Sarmiento,8,0,512,104,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_0RG512-514_MOC8_NET0,,27.46,24.96,0.4447,,,none,,,,,neg80,,20220114,LSL
SG2105,Sarmiento,8,0,513,104,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_0RG512-514_MOC8_NET0,23.69,21.22,19.25,0.1708,,,none,,,,,neg80,,20220114,LSL
SG2105,Sarmiento,8,0,514,104,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_0RG512-514_MOC8_NET0,,,21.72,0.3042,,,none,,,,,neg80,,20220114,LSL
SG2105,Sarmiento,8,0,515,104,Argyropelecus olfersii,AROL,visual,AROL,20231213,M,SG2105_0RG515-516_MOC8_NET0,37.46,32.83,30.16,1.0412,,,none,,,,,neg80, ID updated due to data entry error,20220114,LSL
SG2105,Sarmiento,8,0,516,104,Argyropelecus olfersii,AROL,visual,AROL,20231213,M,SG2105_0RG515-516_MOC8_NET0,,,,,,,none,,,,,neg80,Fish broken: minimum length 16.34; minimum weight 0.2683.  ID updated due to data entry error,20220114,LSL
SG2105,Sarmiento,8,0,517,104,Cyclothone microdon,CYMI,visual,CYMI,20231213,L,SG2105_0RG517-519_MOC8_NET0,45.66,,37.03,0.2558,,,none,,,,,neg80,Bodies in pieces. ID updated due to data entry error,20220114,LSL
SG2105,Sarmiento,8,0,518,104,Cyclothone microdon,CYMI,visual,CYMI,20231213,L,SG2105_0RG517-519_MOC8_NET0,,,34.12,0.2281,,,none,,,,,neg80,Bodies in pieces.  ID updated due to data entry error,20220114,LSL
SG2105,Sarmiento,8,0,519,104,Cyclothone sp.,CYSP,visual,CYSP,20231213,,SG2105_0RG517-519_MOC8_NET0,,,32.47,0.1937,,,none,,,,,neg80,Bodies in pieces.  ID updated due to data entry error,20220114,LSL
SG2105,Sarmiento,8,0,520,104,Evermannella sp.,EVSP,visual,EVSP,20231213,M,SG2105_0RG520_MOC8_NET0,78,76,72,2.6112,,,none,,,,,neg80,"ID Notes: eyes tubular, large teeth with barbs. ID updated due to data entry error. ID updated due to data entry error",20220114,LSL
SG2105,Sarmiento,8,1,521,96,Cyclothone microdon,CYMI,visual,CYMI,20231213,L,SG2105_ORG521_MOC8_NET1,,33.42,31.79,0.2643,,,mb,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,522,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG522_MOC8_NET1,41.46,36.63,35.3,0.2445,,,mb,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,523,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG523_MOC8_NET1,,34.98,33.92,0.206,,,mb,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,524,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG524_MOC8_NET1,,,34.46,0.1936,,,mb,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,525,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG525_MOC8_NET1,,,32.11,0.1716,,,mb,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,526,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG526_MOC8_NET1,40.18,35.52,33.57,0.233,0.0058,,visual,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,527,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG527_MOC8_NET1,,,32.99,0.1976,0.0077,,visual,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,528,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG528_MOC8_NET1,,,33.5,0.2021,0.0073,,visual,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,529,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG529_MOC8_NET1,,,38.04,0.2971,0.0091,,visual,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,530,96,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG530_MOC8_NET1,,,30.03,0.1542,0.005,,visual,,,,,neg80,,20220120,LSL
SG2105,Sarmiento,8,1,531,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG531_MOC8_NET1,,,39.81,0.3846,,,mb,,,,,neg80,ID Notes: Fish 531-536 may be microdon or another dark sp,20220120,LSL
SG2105,Sarmiento,8,1,532,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG532_MOC8_NET1,,,28.67,0.1551,,,mb,,,,,neg80,ID Notes: Fish 531-536 may be microdon or another dark sp,20220120,LSL
SG2105,Sarmiento,8,1,533,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG533_MOC8_NET1,,,31.57,0.2321,,,mb,,,,,neg80,ID Notes: Fish 531-536 may be microdon or another dark sp,20220120,LSL
SG2105,Sarmiento,8,1,534,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG534_MOC8_NET1,,,38.88,0.3619,0.0117,,visual,,,,,neg80,ID Notes: Fish 531-536 may be microdon or another dark sp,20220120,LSL
SG2105,Sarmiento,8,1,535,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG535_MOC8_NET1,,,34.88,0.2785,0.0061,,visual,,,,,neg80,ID Notes: Fish 531-536 may be microdon or another dark sp,20220120,LSL
SG2105,Sarmiento,8,1,536,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG536_MOC8_NET1,37.56,34.36,32.92,0.2016,,,mb,,,,,neg80,ID Notes: Fish 531-536 may be microdon or another dark sp,20220120,LSL
SG2105,Sarmiento,8,1,537,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG537_MOC8_NET1,,,30.08,0.1998,,,mb,,,,,neg80,ID Notes: Fish 537-540 light species,20220120,LSL
SG2105,Sarmiento,8,1,538,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG538_MOC8_NET1,35,,30,0.1995,0.0034,,visual,,,,,neg80,ID Notes: Fish 537-540 light species,20220120,LSL
SG2105,Sarmiento,8,1,539,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG539_MOC8_NET1,32.84,,28.33,0.1356,,,visual,,,,,neg80,ID Notes: Fish 537-540 light species,20220120,LSL
SG2105,Sarmiento,8,1,540,96,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG540_MOC8_NET1,,,27.95,0.1117,,,visual,,,,,neg80,ID Notes: Fish 537-540 light species. Body in bad shape. Gut may be damaged,20220120,LSL
SG2105,Sarmiento,8,4,541,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG541_MOC8_NET4,43,40,37,0.7619,,,mb,,,,,neg80,,20220121,LSL
SG2105,Sarmiento,8,4,542,101,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG542_MOC8_NET4,30.13,28.49,27.64,0.2714,,,mb,,,,,neg80,Fish in poor condition,20220121,LSL
SG2105,Sarmiento,8,4,543,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG543_MOC8_NET4,33.74,30.99,28.84,0.3076,,,mb,,,,,neg80,,20220121,LSL
SG2105,Sarmiento,8,4,544,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG544_MOC8_NET4,,,27.34,0.2847,,,mb,,,,,neg80,,20220121,LSL
SG2105,Sarmiento,8,4,545,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG545_MOC8_NET4,,29.45,27.29,0.318,,,mb,,,,,neg80,ID Notes: a lot of skin gone but pretty confident,20220121,LSL
SG2105,Sarmiento,8,4,546,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG546_MOC8_NET4,34.82,32.88,30.31,0.44,0.0131,,visual,,,,,neg80,,20220121,LSL
SG2105,Sarmiento,8,4,547,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG547_MOC8_NET4,,,28.88,0.3495,0.0206,,visual,,,,,neg80,,20220121,LSL
SG2105,Sarmiento,8,4,548,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG548_MOC8_NET4,,,33.64,0.6239,0.0402,,visual,,,,,neg80,,20220121,LSL
SG2105,Sarmiento,8,4,549,101,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG549_MOC8_NET4,,,27.38,0.2941,,,visual,,,,,neg80,,20220121,LSL
